timesteps,walltime,reward_mean,reward_std,episode_count,fps
10000,15.388378381729126,-2.1048073768615723,1.3740434646606445,10,649.8410522497396
20000,30.77836012840271,0.0014118400868028402,0.002383746672421694,20,649.807199492208
10000,2.1678695678710938,-1.624347448348999,10.545381546020508,10,4612.823644099709
20000,4.4110493659973145,-1.5145069360733032,10.621683120727539,20,4534.068504009614
30000,6.314970970153809,-0.8806465864181519,8.885766983032227,30,4750.615662651148
40000,8.212801456451416,-0.8716505169868469,7.265961647033691,40,4870.445269144882
50000,10.129862308502197,-0.9372637867927551,6.88800573348999,50,4935.901246953179
60000,12.034285068511963,-0.48734182119369507,5.632498741149902,60,4985.755253296405
70000,13.858003854751587,-0.2589084804058075,4.530209541320801,70,5051.232539237506
80000,15.689996004104614,-0.07660740613937378,3.2082886695861816,80,5098.790336152503
90000,17.510260820388794,-1.5297231674194336,10.71578598022461,90,5139.8434850955955
100000,19.309564113616943,-1.1518208980560303,10.492668151855469,100,5178.780805801869
110000,21.062505960464478,-1.0529382228851318,9.013684272766113,110,5222.550450856905
120000,22.826120138168335,-1.1124787330627441,8.892416954040527,120,5257.135214991877
130000,24.572768211364746,-0.8161725997924805,7.244101524353027,130,5290.409240090249
140000,26.35353684425354,-0.6378596425056458,6.896212100982666,140,5312.379921806487
150000,28.144447088241577,-0.24029725790023804,5.151767253875732,150,5329.648137328953
160000,30.0742928981781,-0.20932354032993317,4.486690521240234,160,5320.158333953474
170000,31.962350606918335,0.0018031575018540025,0.15355230867862701,170,5318.757750038668
180000,33.80984950065613,-1.2239433526992798,9.940702438354492,180,5323.8923762883605
190000,35.700302839279175,-1.1855747699737549,9.915140151977539,190,5322.083704874149
200000,37.61922907829285,-1.0124205350875854,8.81430435180664,200,5316.430051869525
210000,39.5465772151947,-0.7853526473045349,8.447425842285156,210,5310.194074629376
220000,41.45203518867493,-0.6004101037979126,7.471627235412598,220,5307.338927959465
230000,43.39751935005188,-0.33140861988067627,6.037520885467529,230,5299.842097995978
240000,45.85892391204834,-0.31614935398101807,5.0739850997924805,240,5233.441597109646
250000,48.47544836997986,-0.06036441773176193,2.3067338466644287,250,5157.249874037707
260000,50.848495960235596,-1.477213978767395,10.746753692626953,260,5113.228918379897
270000,54.128976821899414,-1.0023667812347412,9.715636253356934,270,4988.086157408463
280000,57.1774320602417,-0.8127278685569763,9.982645034790039,280,4897.036993634029
290000,59.263262033462524,-0.8676409125328064,8.584547996520996,290,4893.419465102239
300000,62.08857989311218,-0.3656500279903412,7.74707555770874,300,4831.806437133226
310000,65.37180709838867,-0.49815911054611206,6.371561050415039,310,4742.105408428293
320000,68.57888627052307,-0.3146935999393463,4.52644157409668,320,4666.15918400448
330000,72.0303156375885,-0.2071741819381714,3.935608148574829,330,4581.404330648134
340000,75.32717561721802,-0.018403174355626106,0.34919387102127075,340,4513.643279654361
350000,78.8162350654602,-1.0534042119979858,10.147324562072754,350,4440.709451667036
360000,82.8509624004364,-1.1179083585739136,9.462075233459473,360,4345.151698540846
370000,86.80804181098938,-0.8081320524215698,8.791694641113281,370,4262.2779212738815
380000,90.54661321640015,-0.722557783126831,7.954100131988525,380,4196.733444815062
390000,94.30319499969482,-0.5670347213745117,7.646547317504883,390,4135.596890447478
400000,98.19057726860046,-0.3297535479068756,5.63059139251709,400,4073.710646448278
410000,102.18340921401978,-0.19601911306381226,4.529567241668701,410,4012.3930406478075
420000,106.22380590438843,-0.10743425786495209,3.2122244834899902,420,3953.9159459042553
430000,110.04643416404724,-1.1196657419204712,10.542654037475586,430,3907.4414656543527
440000,114.24083018302917,-1.1153547763824463,10.421367645263672,440,3851.5126272722355
450000,118.4308717250824,-0.8057061433792114,8.814862251281738,450,3799.6849423231492
460000,122.64557838439941,-0.6209050416946411,7.888291358947754,460,3750.644793392016
470000,126.74944496154785,-0.4702775776386261,7.747884750366211,470,3708.1030227989127
480000,131.01206016540527,-0.46574336290359497,6.422251224517822,480,3663.7848408306127
490000,134.83097314834595,-0.3070000410079956,5.087353229522705,490,3634.1798071937383
500000,138.37325072288513,-0.23311907052993774,4.189278602600098,500,3613.415146265018
