timesteps,walltime,reward_mean,reward_std,episode_count,fps
10000,3.03546404838562,-1.3079264163970947,10.18709659576416,10,3294.3892072509952
20000,5.773284196853638,-0.4860156178474426,7.5104756355285645,20,3464.2327171248094
30000,8.585194826126099,-0.23576757311820984,5.621992588043213,30,3494.3877928903
40000,11.666719436645508,0.037708282470703125,0.504176914691925,40,3428.5559207294236
50000,14.754553079605103,0.03707540035247803,4.832334518432617,50,3388.784447094769
60000,17.994459629058838,-0.001156546175479889,5.252469062805176,60,3334.359643848787
70000,22.182082653045654,0.048038579523563385,2.6084094047546387,70,3155.700079874548
80000,25.769159078598022,-0.004716221243143082,3.29396915435791,80,3104.486248697271
90000,30.259539365768433,0.09658698737621307,5.229700565338135,90,2974.2686731647304
100000,34.85362386703491,-0.031390413641929626,4.240782737731934,100,2869.1421122089264
110000,38.309407472610474,-0.2109401971101761,4.645885944366455,110,2871.357383395844
120000,42.713566303253174,0.053629301488399506,0.8739455342292786,120,2809.411865729893
130000,47.01023602485657,-0.08045092970132828,4.028358459472656,130,2765.355186288849
140000,51.60513615608215,0.058842673897743225,1.8384990692138672,140,2712.9082573595665
150000,56.1148567199707,-0.014084044843912125,1.820320963859558,150,2673.088888893421
160000,60.576725006103516,0.011272143572568893,1.5890417098999023,160,2641.2784775650866
170000,65.063072681427,0.0002573335950728506,0.05481704697012901,170,2612.8492398811723
180000,69.49385237693787,0.0635574460029602,1.7832063436508179,180,2590.1571699273727
190000,74.07588219642639,0.09092551469802856,1.889382004737854,190,2564.9373907715144
200000,78.59539127349854,-0.0024633437860757113,0.1312492936849594,200,2544.678469810452
210000,82.68549990653992,0.009693574160337448,0.09986517578363419,210,2539.7439724905175
220000,86.76121211051941,0.3375290036201477,3.791698694229126,220,2535.695325691813
230000,91.25734996795654,0.029347606003284454,4.865570545196533,230,2520.344937484603
240000,95.58739876747131,0.022924691438674927,4.608402252197266,240,2510.7912035961035
250000,100.08612012863159,0.10805418342351913,0.9541760087013245,250,2497.8488493579102
260000,104.20199084281921,0.022881127893924713,5.905290126800537,260,2495.1538631559374
270000,108.5212836265564,0.20389702916145325,4.709911823272705,270,2487.991212204275
280000,112.95425987243652,0.2282639741897583,3.385545492172241,280,2478.87950676862
290000,117.45453548431396,0.029279597103595734,1.1795846223831177,290,2469.0404572646703
300000,121.80205154418945,0.37975263595581055,5.752028942108154,300,2463.0127013185884
310000,126.09754467010498,0.1860065907239914,4.873172283172607,310,2458.4142443932483
320000,130.24901223182678,-0.136707603931427,4.74428129196167,320,2456.832451292916
330000,134.26736307144165,0.15327370166778564,3.494041919708252,330,2457.7826841241526
340000,138.15345978736877,-0.0015523997135460377,0.3362237513065338,340,2461.031381503526
350000,141.9975984096527,0.39991503953933716,4.774077415466309,350,2464.830419105227
360000,145.8353772163391,0.267284095287323,3.4419095516204834,360,2468.5368315395717
370000,149.47552180290222,0.22493234276771545,3.278596878051758,370,2475.32168168565
380000,152.95442628860474,-0.000841352273710072,0.026352794840931892,380,2484.400152519878
390000,156.3727786540985,0.35666149854660034,5.7539448738098145,390,2494.0402246268977
400000,159.68956208229065,0.4795083701610565,4.803125381469727,400,2504.860022058758
410000,162.79389071464539,0.2805514931678772,3.371551990509033,410,2518.5220292982117
420000,165.97689628601074,0.07938069850206375,0.8646175265312195,420,2530.4726705833664
430000,169.27704048156738,0.47368401288986206,5.792513847351074,430,2540.214542838861
440000,172.58841013908386,0.5123720765113831,4.733656406402588,440,2549.418003476694
450000,175.83256006240845,0.2374861240386963,3.4759063720703125,450,2559.2529611141476
460000,179.19020414352417,-0.006689846515655518,3.306950807571411,460,2567.1046148904347
470000,182.35574913024902,0.6866506338119507,4.9229512214660645,470,2577.379667170783
480000,185.79704809188843,0.4886783957481384,4.849749565124512,480,2583.464080455194
490000,189.1350338459015,0.03053171932697296,3.538945198059082,490,2590.7415989320593
500000,192.5071620941162,-0.00777992932125926,0.19277149438858032,500,2597.305962858418
